NACA 4412 Airfoil M=4.0% P=40.0% T=12.0%
  0.999924  0.001316
  0.999198  0.001518
  0.997988  0.001853
  0.996295  0.002320
  0.994122  0.002919
  0.991469  0.003647
  0.988339  0.004502
  0.984735  0.005481
  0.980660  0.006582
  0.976117  0.007801
  0.971111  0.009135
  0.965646  0.010579
  0.959726  0.012130
  0.953357  0.013782
  0.946545  0.015531
  0.939296  0.017372
  0.931615  0.019300
  0.923510  0.021309
  0.914989  0.023393
  0.906059  0.025547
  0.896728  0.027764
  0.887004  0.030040
  0.876897  0.032366
  0.866416  0.034738
  0.855570  0.037149
  0.844370  0.039593
  0.832825  0.042062
  0.820948  0.044551
  0.808749  0.047054
  0.796239  0.049564
  0.783430  0.052074
  0.770335  0.054578
  0.756966  0.057070
  0.743335  0.059543
  0.729457  0.061992
  0.715343  0.064411
  0.701009  0.066792
  0.686467  0.069130
  0.671732  0.071420
  0.656819  0.073655
  0.641742  0.075830
  0.626515  0.077939
  0.611155  0.079976
  0.595675  0.081938
  0.580092  0.083817
  0.564422  0.085609
  0.548679  0.087310
  0.532880  0.088914
  0.517040  0.090418
  0.501176  0.091816
  0.485304  0.093105
  0.469440  0.094281
  0.453601  0.095340
  0.437802  0.096279
  0.422059  0.097095
  0.406390  0.097785
  0.390664  0.098334
  0.374939  0.098691
  0.359335  0.098850
  0.343868  0.098810
  0.328558  0.098573
  0.313420  0.098140
  0.298472  0.097515
  0.283730  0.096699
  0.269212  0.095696
  0.254934  0.094510
  0.240912  0.093147
  0.227162  0.091611
  0.213699  0.089909
  0.200538  0.088046
  0.187695  0.086030
  0.175183  0.083869
  0.163016  0.081569
  0.151208  0.079140
  0.139770  0.076589
  0.128716  0.073927
  0.118058  0.071162
  0.107805  0.068303
  0.097969  0.065360
  0.088560  0.062343
  0.079587  0.059262
  0.071059  0.056125
  0.062983  0.052944
  0.055369  0.049728
  0.048221  0.046485
  0.041547  0.043226
  0.035352  0.039959
  0.029642  0.036692
  0.024421  0.033434
  0.019693  0.030193
  0.015462  0.026976
  0.011729  0.023789
  0.008498  0.020639
  0.005770  0.017531
  0.003547  0.014471
  0.001828  0.011461
  0.000615  0.008507
 -0.000093  0.005611
 -0.000298  0.002775
  0.000000  0.000000
  0.000791 -0.002676
  0.002067 -0.005217
  0.003823 -0.007622
  0.006057 -0.009892
  0.008765 -0.012027
  0.011942 -0.014028
  0.015585 -0.015895
  0.019688 -0.017629
  0.024245 -0.019232
  0.029250 -0.020704
  0.034698 -0.022047
  0.040581 -0.023264
  0.046893 -0.024355
  0.053626 -0.025324
  0.060773 -0.026172
  0.068325 -0.026902
  0.076274 -0.027517
  0.084613 -0.028020
  0.093332 -0.028415
  0.102423 -0.028706
  0.111876 -0.028895
  0.121682 -0.028988
  0.131831 -0.028989
  0.142315 -0.028903
  0.153123 -0.028734
  0.164245 -0.028488
  0.175672 -0.028170
  0.187393 -0.027786
  0.199398 -0.027342
  0.211676 -0.026843
  0.224218 -0.026297
  0.237012 -0.025709
  0.250047 -0.025085
  0.263312 -0.024434
  0.276797 -0.023760
  0.290491 -0.023071
  0.304381 -0.022373
  0.318456 -0.021674
  0.332704 -0.020979
  0.347115 -0.020295
  0.361674 -0.019630
  0.376371 -0.018987
  0.391193 -0.018375
  0.406228 -0.017793
  0.421506 -0.017200
  0.436865 -0.016589
  0.452291 -0.015963
  0.467769 -0.015327
  0.483285 -0.014684
  0.498824 -0.014038
  0.514371 -0.013393
  0.529911 -0.012751
  0.545430 -0.012116
  0.560912 -0.011489
  0.576342 -0.010875
  0.591706 -0.010274
  0.606989 -0.009690
  0.622175 -0.009123
  0.637249 -0.008576
  0.652198 -0.008049
  0.667006 -0.007544
  0.681657 -0.007062
  0.696139 -0.006602
  0.710436 -0.006166
  0.724534 -0.005754
  0.738418 -0.005365
  0.752076 -0.005000
  0.765492 -0.004658
  0.778653 -0.004339
  0.791547 -0.004042
  0.804158 -0.003766
  0.816476 -0.003511
  0.828486 -0.003277
  0.840178 -0.003061
  0.851537 -0.002863
  0.862553 -0.002682
  0.873214 -0.002517
  0.883509 -0.002367
  0.893427 -0.002231
  0.902958 -0.002109
  0.912091 -0.001998
  0.920818 -0.001899
  0.929127 -0.001809
  0.937011 -0.001730
  0.944461 -0.001659
  0.951470 -0.001595
  0.958028 -0.001539
  0.964131 -0.001490
  0.969770 -0.001447
  0.974939 -0.001409
  0.979634 -0.001376
  0.983848 -0.001347
  0.987578 -0.001323
  0.990819 -0.001302
  0.993567 -0.001286
  0.995819 -0.001272
  0.997574 -0.001262
  0.998829 -0.001255
  0.999582 -0.001250
  0.999833 -0.001249
